CompanyID,Name,Type,Location,PartnershipLevel
523,Carpenter-Reed,Private,Vancouver,Strategic
524,Bass and Sons,Government,Ottawa,Strategic
525,"Mason, Howe and Mitchell",Government,Vancouver,Collaborator
526,"Shah, George and Lopez",Government,Remote,Collaborator
527,"Rose, Daniels and Short",Private,Ottawa,Collaborator
528,"Lopez, Goodman and Hill",Government,Toronto,Strategic
529,Gray-Leonard,Private,Vancouver,Collaborator
530,Smith PLC,Private,Vancouver,Collaborator
531,Morales-Young,Government,Ottawa,Strategic
532,Gallagher-Snyder,Private,Toronto,Strategic
533,"Nelson, Lee and Herman",Government,Remote,Collaborator
534,Harris-Bates,Private,Ottawa,Strategic
535,Humphrey Ltd,Private,Remote,Collaborator
536,Tate Inc,Government,Remote,Strategic
537,Nunez-Frey,Government,Vancouver,Strategic
538,Tucker and Sons,Private,Ottawa,Strategic
539,"Hall, Silva and Harris",Government,Remote,Strategic
540,"Evans, Matthews and Harris",Government,Remote,Collaborator
541,Jones-Williams,Government,Ottawa,Strategic
542,Grant-Miranda,Government,Remote,Strategic
543,Flores and Sons,Government,Remote,Strategic
544,Conley-Rodriguez,Government,Vancouver,Collaborator
545,Sims-Johnson,Government,Toronto,Collaborator
546,Bean-Turner,Government,Vancouver,Collaborator
547,Cervantes Ltd,Government,Remote,Collaborator
548,Ford Ltd,Government,Remote,Strategic
549,Dawson-Tucker,Private,Ottawa,Strategic
550,"Burke, Wall and Murphy",Government,Ottawa,Collaborator
551,Cooley LLC,Government,Ottawa,Strategic
552,"Reyes, Pierce and Swanson",Government,Toronto,Strategic
553,Hughes-Stone,Government,Vancouver,Strategic
554,Mueller Ltd,Government,Remote,Strategic
555,Holland Ltd,Private,Remote,Collaborator
556,Dunlap Inc,Government,Remote,Strategic
557,Burns PLC,Government,Toronto,Strategic
558,"Thomas, Delgado and Graves",Private,Vancouver,Strategic
559,Owens Group,Government,Vancouver,Strategic
560,Wagner-Lopez,Government,Ottawa,Collaborator
561,"Rodriguez, Miller and Ramirez",Private,Toronto,Strategic
562,Lewis-Taylor,Government,Remote,Strategic
563,"Sutton, Pierce and Mays",Government,Vancouver,Strategic
564,Rangel and Sons,Private,Ottawa,Strategic
565,Arroyo-Robinson,Private,Vancouver,Collaborator
566,"Fuentes, Cunningham and Williams",Private,Vancouver,Collaborator
567,Kaiser and Sons,Private,Ottawa,Strategic
568,Sullivan-Willis,Government,Ottawa,Collaborator
569,Griffin-Copeland,Private,Toronto,Strategic
570,Baker-Torres,Government,Remote,Collaborator
571,"Garza, Rush and Sexton",Government,Vancouver,Strategic
572,Chan-Pugh,Private,Remote,Strategic
573,"Johnson, Wagner and White",Private,Ottawa,Collaborator
574,Montgomery-Martin,Private,Toronto,Strategic
575,Deleon PLC,Government,Vancouver,Collaborator
576,Hahn Inc,Government,Remote,Strategic
577,Peterson-Cruz,Private,Ottawa,Strategic
578,Wilkinson-Foster,Private,Vancouver,Strategic
579,Wilkins-Morales,Government,Vancouver,Strategic
580,Mayer Inc,Government,Ottawa,Collaborator
581,"Riley, Robinson and Herrera",Government,Ottawa,Collaborator
582,"Doyle, Larsen and Lynch",Private,Vancouver,Collaborator
583,"Cooper, Hubbard and Shah",Government,Toronto,Collaborator
584,Lee LLC,Private,Vancouver,Collaborator
585,Rodriguez Group,Government,Ottawa,Collaborator
586,Chen-Randall,Government,Ottawa,Collaborator
587,Fields-Webb,Private,Toronto,Collaborator
588,Sanchez PLC,Government,Toronto,Collaborator
589,"Ruiz, Stone and Blevins",Government,Vancouver,Collaborator
590,Gonzalez-Torres,Private,Toronto,Strategic
591,Spencer and Sons,Government,Toronto,Collaborator
592,Liu-Gonzalez,Government,Vancouver,Collaborator
593,Miller Ltd,Private,Ottawa,Collaborator
594,Schroeder and Sons,Private,Toronto,Collaborator
595,Wood Group,Private,Vancouver,Strategic
596,Perry-Gonzales,Private,Vancouver,Strategic
597,Landry Ltd,Government,Ottawa,Collaborator
598,Perkins Inc,Government,Vancouver,Strategic
599,"Smith, Pearson and Miller",Government,Remote,Collaborator
600,Baker Ltd,Government,Ottawa,Collaborator
601,Rogers-Brady,Private,Ottawa,Collaborator
602,Thomas PLC,Private,Vancouver,Collaborator
603,Mccoy-Hammond,Private,Vancouver,Strategic
604,Gibson Inc,Private,Toronto,Collaborator
605,Hernandez-Lambert,Private,Ottawa,Strategic
606,"Ellison, Garcia and Cobb",Private,Toronto,Collaborator
607,"Matthews, Andrade and Bailey",Private,Toronto,Strategic
608,"Carter, Barnes and Jackson",Private,Remote,Strategic
609,Flores Ltd,Private,Toronto,Collaborator
610,Brown Inc,Private,Ottawa,Strategic
611,Young Ltd,Government,Remote,Strategic
612,Potter-Tate,Government,Vancouver,Strategic
613,Buchanan Group,Private,Toronto,Strategic
614,Jones and Sons,Private,Ottawa,Strategic
615,Singh PLC,Government,Toronto,Collaborator
616,Butler Group,Private,Ottawa,Collaborator
617,Hammond-Mitchell,Private,Remote,Strategic
618,Parker-Barker,Private,Ottawa,Strategic
619,Hernandez-Garcia,Government,Vancouver,Collaborator
620,"Campbell, Wagner and Chan",Government,Toronto,Strategic
621,Gonzalez-Wilson,Private,Ottawa,Strategic
622,"Vargas, Reynolds and Bond",Private,Toronto,Collaborator
623,"Solis, Salas and Randolph",Private,Vancouver,Strategic
624,"Moore, Salas and Baxter",Private,Remote,Strategic
625,"Mccullough, Velez and Waters",Private,Toronto,Collaborator
626,"Herrera, Snyder and Garner",Private,Ottawa,Strategic
627,"Smith, Mullins and Barnett",Government,Vancouver,Collaborator
628,Smith-Fields,Government,Remote,Collaborator
629,Velasquez Ltd,Private,Ottawa,Collaborator
630,"Avila, Garcia and Fowler",Government,Toronto,Strategic
631,"White, Kaufman and Smith",Government,Ottawa,Collaborator
632,Diaz and Sons,Private,Toronto,Strategic
633,Johnson PLC,Government,Ottawa,Strategic
634,Ramirez-Pearson,Private,Ottawa,Collaborator
635,"Nichols, Rodriguez and Bryan",Government,Ottawa,Collaborator
636,Davis Inc,Private,Remote,Collaborator
637,Miller LLC,Government,Remote,Strategic
638,Roberts-Zavala,Private,Vancouver,Strategic
639,Marks-Page,Private,Ottawa,Collaborator
640,"Green, Gay and Johnson",Private,Vancouver,Collaborator
641,"Sexton, Collins and Boyer",Private,Toronto,Strategic
642,Gomez PLC,Private,Ottawa,Strategic
643,Robbins Ltd,Government,Remote,Collaborator
644,Green-Jones,Government,Ottawa,Collaborator
645,Nelson-Collins,Government,Toronto,Strategic
646,Calderon Inc,Private,Toronto,Collaborator
647,Williams and Sons,Private,Remote,Strategic
648,"Rodriguez, Malone and Porter",Private,Toronto,Collaborator
649,King LLC,Private,Vancouver,Strategic
650,"Perry, Deleon and Torres",Government,Ottawa,Collaborator
651,Miller-Moore,Government,Remote,Collaborator
652,Hudson Ltd,Government,Vancouver,Strategic
653,Gonzalez Group,Private,Remote,Strategic
654,Richards-Knight,Private,Remote,Collaborator
655,Hicks and Sons,Private,Remote,Strategic
656,Kelley PLC,Private,Vancouver,Strategic
657,Edwards-Taylor,Private,Ottawa,Strategic
658,Daniels and Sons,Private,Remote,Collaborator
659,"Curry, York and Hobbs",Private,Remote,Strategic
660,Banks and Sons,Government,Remote,Collaborator
661,"Green, Nguyen and Hernandez",Government,Toronto,Strategic
662,"Ross, Cruz and Sullivan",Private,Ottawa,Collaborator
663,Woodward-Shaffer,Government,Remote,Strategic
664,Simpson LLC,Government,Toronto,Collaborator
665,Evans-Burton,Private,Ottawa,Strategic
666,Phillips-Houston,Government,Remote,Strategic
667,Lowe-Scott,Government,Remote,Collaborator
668,Turner-Howard,Private,Remote,Collaborator
669,Gray Group,Government,Toronto,Strategic
670,Robertson-Greene,Private,Remote,Collaborator
671,Norman-Chapman,Government,Vancouver,Collaborator
672,Carroll Group,Government,Toronto,Strategic
673,Dougherty Group,Government,Vancouver,Collaborator
674,Miller-Taylor,Private,Vancouver,Collaborator
675,Trevino-Sandoval,Government,Toronto,Collaborator
676,"Hansen, Smith and Young",Private,Vancouver,Collaborator
677,"Martinez, Adams and Hoffman",Government,Ottawa,Collaborator
678,Cooper-Miller,Government,Toronto,Collaborator
679,Barnes-Salas,Private,Remote,Strategic
680,"Reynolds, Best and Vasquez",Private,Toronto,Strategic
681,"Richardson, Jones and Sampson",Government,Ottawa,Strategic
682,"Franklin, Watson and Jenkins",Government,Vancouver,Collaborator
683,Young-Hill,Private,Vancouver,Collaborator
684,"Wright, Riley and Wyatt",Government,Ottawa,Strategic
685,"Lynch, Bell and Kennedy",Government,Ottawa,Strategic
686,"Todd, Schmitt and Lester",Government,Vancouver,Collaborator
687,"Murphy, Underwood and Cantrell",Private,Remote,Collaborator
688,Brown-Rodgers,Private,Ottawa,Strategic
689,Henderson Ltd,Government,Toronto,Collaborator
690,"Simpson, Wise and Mcdonald",Government,Ottawa,Strategic
691,Leach Ltd,Private,Ottawa,Strategic
692,Williams Inc,Private,Remote,Collaborator
693,Lynch PLC,Government,Ottawa,Collaborator
694,Small Inc,Government,Remote,Strategic
695,Harmon-Erickson,Private,Remote,Collaborator
696,Carroll-Bruce,Private,Vancouver,Collaborator
697,Aguilar-Brooks,Government,Ottawa,Collaborator
698,Bridges-Henry,Private,Remote,Collaborator
699,"Cruz, Friedman and Mclaughlin",Government,Toronto,Strategic
700,Steele-Cole,Private,Toronto,Collaborator
701,Coffey Inc,Private,Vancouver,Collaborator
702,Jacobs and Sons,Private,Ottawa,Strategic
703,Weaver-Anderson,Government,Remote,Collaborator
704,Wright Ltd,Private,Toronto,Strategic
705,"Gregory, Kennedy and Sandoval",Government,Ottawa,Collaborator
706,Rodriguez-Johnson,Private,Ottawa,Collaborator
707,Morrow PLC,Government,Remote,Strategic
708,"Castro, Robinson and Taylor",Private,Ottawa,Strategic
709,"Shaw, Norton and Cox",Government,Ottawa,Collaborator
710,Hickman Group,Private,Toronto,Strategic
711,Beard-Williams,Private,Ottawa,Collaborator
712,Martin PLC,Government,Vancouver,Strategic
713,Berry-Davis,Government,Ottawa,Strategic
714,Webb-Rhodes,Government,Remote,Collaborator
715,"Dean, Cunningham and Little",Government,Remote,Collaborator
716,Young PLC,Private,Toronto,Collaborator
717,"Stanley, Henderson and Vargas",Government,Ottawa,Strategic
718,Delgado Group,Private,Vancouver,Strategic
719,"Lyons, Pearson and Hernandez",Private,Toronto,Strategic
720,"Cunningham, Livingston and Simon",Private,Vancouver,Strategic
721,Mueller LLC,Private,Remote,Strategic
722,Strong-Lewis,Government,Ottawa,Collaborator
723,Curry-Powell,Private,Ottawa,Strategic
724,Williamson PLC,Government,Remote,Strategic
725,Smith-Sparks,Government,Remote,Collaborator
726,"Daniel, Baker and Kennedy",Private,Ottawa,Strategic
727,"Henderson, Hawkins and Avila",Government,Vancouver,Collaborator
728,Spencer Group,Government,Toronto,Strategic
729,"Fox, Young and Whitney",Private,Toronto,Collaborator
730,"Martinez, Chen and Kramer",Private,Ottawa,Collaborator
731,"Lang, Shaw and Martinez",Private,Ottawa,Collaborator
732,Patton Group,Government,Ottawa,Collaborator
733,"Sullivan, Conner and Munoz",Private,Vancouver,Strategic
734,Thompson Ltd,Government,Vancouver,Strategic
735,Miller Inc,Government,Toronto,Strategic
736,Rodriguez Inc,Government,Remote,Strategic
737,Smith PLC,Private,Remote,Strategic
738,"Nguyen, Barrera and Palmer",Private,Vancouver,Collaborator
739,Williams-Perry,Private,Toronto,Strategic
740,"Middleton, Lynch and Day",Government,Remote,Strategic
741,"Wilson, Myers and Bartlett",Private,Remote,Collaborator
742,Banks PLC,Private,Vancouver,Strategic
743,"Ramos, Woods and White",Government,Ottawa,Strategic
744,Serrano-Mcdonald,Private,Toronto,Strategic
745,Boyle-Bowen,Government,Vancouver,Strategic
746,Donaldson-Johnson,Private,Remote,Collaborator
747,Rodriguez Group,Government,Ottawa,Collaborator
748,Wells-Clark,Private,Remote,Collaborator
749,White-Bass,Government,Remote,Strategic
750,Moore-Johnson,Private,Ottawa,Strategic
751,Zimmerman-Hartman,Government,Toronto,Collaborator
752,"Munoz, Haley and Pena",Private,Remote,Collaborator
753,"Proctor, Clark and Chapman",Government,Vancouver,Strategic
754,Miles Inc,Government,Toronto,Strategic
755,"Barry, Francis and Cole",Private,Ottawa,Collaborator
756,Larson-Erickson,Private,Vancouver,Collaborator
757,"Chambers, Weber and Wright",Government,Vancouver,Strategic
758,"Johnson, Cole and Stewart",Private,Ottawa,Strategic
759,Gonzales-Woods,Government,Toronto,Strategic
760,"Clark, Hoffman and Richards",Private,Toronto,Collaborator
761,Davis-Johnson,Private,Ottawa,Strategic
762,Frye Ltd,Private,Toronto,Collaborator
763,Barajas-Shepard,Private,Toronto,Strategic
764,"Garcia, Boyer and Conrad",Private,Toronto,Collaborator
765,Lawson-Hall,Private,Remote,Strategic
766,Martin-Perez,Government,Toronto,Collaborator
767,Bailey-Singleton,Private,Remote,Collaborator
768,Marshall-Gilbert,Private,Remote,Strategic
769,Crane and Sons,Private,Ottawa,Strategic
770,Smith-Ochoa,Private,Remote,Collaborator
771,"Fuller, Hicks and Roth",Government,Toronto,Collaborator
772,"Richardson, Taylor and Macias",Private,Vancouver,Strategic
773,Rasmussen Ltd,Government,Ottawa,Collaborator
774,Love and Sons,Government,Remote,Collaborator
775,Ray-Willis,Private,Toronto,Collaborator
776,"Sanchez, Phillips and Jackson",Government,Remote,Strategic
777,Stanley Group,Private,Remote,Strategic
778,Oliver-Jordan,Government,Toronto,Collaborator
779,"Stephens, Sherman and Fisher",Government,Ottawa,Collaborator
780,Martinez PLC,Private,Ottawa,Strategic
781,"Townsend, Crosby and Miller",Government,Toronto,Collaborator
782,Phillips Inc,Government,Toronto,Strategic
783,Chen-Mendoza,Government,Toronto,Strategic
784,"Higgins, Willis and Wright",Government,Remote,Collaborator
785,Nicholson-Dean,Government,Vancouver,Strategic
786,"Hale, Soto and Schneider",Government,Toronto,Strategic
787,"Jennings, Woodward and Brown",Private,Remote,Strategic
788,Campbell Group,Private,Ottawa,Collaborator
789,Armstrong-Evans,Government,Toronto,Collaborator
790,"Berry, Perez and Thompson",Government,Vancouver,Strategic
791,Olson-Meadows,Private,Vancouver,Strategic
792,Miller and Sons,Private,Remote,Collaborator
793,Camacho Group,Government,Ottawa,Strategic
794,Ingram-Reid,Private,Remote,Collaborator
795,"Riddle, Hanson and Murphy",Government,Vancouver,Strategic
796,Anderson and Sons,Private,Ottawa,Strategic
797,"Zavala, Mcgee and Cook",Government,Ottawa,Strategic
798,Cook PLC,Government,Ottawa,Strategic
799,Price-Cardenas,Private,Vancouver,Strategic
800,Anderson-Tran,Government,Toronto,Strategic
801,Thomas Group,Private,Toronto,Collaborator
802,"Campbell, Gregory and Gonzalez",Government,Vancouver,Strategic
803,"Dawson, Wong and Hall",Private,Vancouver,Strategic
804,"Benson, Brown and Cook",Government,Toronto,Collaborator
805,"Weber, Rhodes and Johnson",Government,Toronto,Collaborator
806,Stark-Duncan,Private,Vancouver,Strategic
807,"Thompson, Thompson and Fields",Private,Vancouver,Strategic
808,"Patrick, Diaz and Phillips",Government,Vancouver,Collaborator
809,Larson PLC,Government,Toronto,Strategic
810,Cook Ltd,Private,Toronto,Collaborator
811,"Williams, Mcdonald and Hood",Private,Vancouver,Strategic
812,Bell-Mcconnell,Private,Ottawa,Collaborator
813,Johnson-Ellis,Private,Remote,Collaborator
814,Davis Inc,Government,Remote,Collaborator
815,Joseph-Medina,Private,Toronto,Collaborator
816,Moore-Taylor,Government,Remote,Strategic
817,Young Inc,Government,Remote,Collaborator
818,"Bryant, Dominguez and Davis",Private,Vancouver,Strategic
819,"Young, Smith and Morrison",Private,Ottawa,Collaborator
820,Dawson LLC,Government,Ottawa,Strategic
821,"Bullock, Dyer and Stark",Government,Toronto,Collaborator
822,Gross-Ryan,Private,Vancouver,Collaborator
823,Turner-Gonzalez,Government,Remote,Strategic
824,"Arnold, Ramos and Thompson",Private,Ottawa,Strategic
825,"Nguyen, Walsh and Beard",Government,Ottawa,Strategic
826,Smith Group,Private,Remote,Strategic
827,Mitchell-Jones,Private,Toronto,Collaborator
828,Peters Ltd,Private,Toronto,Strategic
829,Oconnor and Sons,Private,Ottawa,Strategic
830,Day and Sons,Government,Ottawa,Strategic
831,"Gardner, Baker and Bender",Private,Vancouver,Strategic
832,"English, Shelton and Hayes",Private,Toronto,Collaborator
833,"James, Wright and Nelson",Government,Ottawa,Collaborator
834,Smith and Sons,Private,Toronto,Strategic
835,Oliver PLC,Private,Vancouver,Strategic
836,Hernandez PLC,Government,Toronto,Strategic
837,"Day, Smith and Edwards",Government,Toronto,Strategic
838,Gibson PLC,Government,Ottawa,Strategic
839,Gonzalez-Bennett,Government,Toronto,Strategic
840,"Knight, Ware and Parker",Government,Ottawa,Strategic
841,Steele PLC,Government,Vancouver,Collaborator
842,"Cordova, Sexton and Gomez",Private,Toronto,Strategic
843,Gilmore-Baker,Private,Vancouver,Strategic
844,Cantu-Lopez,Government,Toronto,Collaborator
845,Williams-Chen,Government,Ottawa,Collaborator
846,Mitchell-Martin,Government,Vancouver,Strategic
847,"Nelson, Hernandez and Potter",Government,Remote,Strategic
848,Roberts-Atkinson,Private,Vancouver,Strategic
849,Ramirez-Shaw,Government,Toronto,Strategic
850,Harris-Sanchez,Private,Remote,Strategic
851,Ortiz-Long,Government,Ottawa,Strategic
852,Brown-Burton,Government,Ottawa,Strategic
853,Spencer PLC,Government,Remote,Collaborator
854,Butler PLC,Government,Toronto,Strategic
855,"Patel, Stephens and Brown",Private,Ottawa,Collaborator
856,Solomon Inc,Private,Vancouver,Collaborator
857,King and Sons,Government,Vancouver,Strategic
858,"Johnston, Hicks and Riley",Private,Toronto,Strategic
859,Patterson Inc,Private,Ottawa,Strategic
860,"Mitchell, Smith and Sullivan",Private,Toronto,Strategic
861,Abbott-Johnson,Private,Ottawa,Strategic
862,Johnston and Sons,Private,Ottawa,Strategic
863,"Bennett, Yoder and Clay",Private,Toronto,Collaborator
864,"Hughes, Keller and Day",Private,Ottawa,Strategic
865,Young-Frye,Private,Ottawa,Strategic
866,Brown-Stewart,Private,Ottawa,Collaborator
867,"Sweeney, Cook and Foley",Government,Vancouver,Strategic
868,Bowen-Mcdonald,Government,Toronto,Strategic
869,Stewart-Cline,Private,Toronto,Collaborator
870,"Miller, Melendez and Glenn",Government,Ottawa,Strategic
871,Burton-Reilly,Private,Remote,Collaborator
872,"Wolf, Lloyd and Chapman",Government,Vancouver,Collaborator
873,Patton LLC,Private,Ottawa,Collaborator
874,Trujillo-Bonilla,Government,Remote,Strategic
875,Cooper PLC,Private,Toronto,Strategic
876,"Byrd, Hall and Patrick",Government,Vancouver,Strategic
877,Mckenzie Group,Private,Remote,Collaborator
878,"Richardson, Dixon and Garcia",Private,Ottawa,Collaborator
879,Martinez LLC,Private,Vancouver,Collaborator
880,"Kelley, Brown and Ramirez",Private,Toronto,Strategic
881,"Jones, Tanner and Le",Government,Vancouver,Collaborator
882,"Cabrera, Maxwell and Olson",Government,Ottawa,Collaborator
883,"Chavez, Parrish and Bennett",Government,Vancouver,Strategic
884,Smith-Vaughn,Private,Remote,Collaborator
885,Becker LLC,Government,Toronto,Strategic
886,Edwards LLC,Private,Remote,Collaborator
887,Nixon-Sanchez,Government,Vancouver,Strategic
888,Johnson-Lewis,Private,Vancouver,Collaborator
889,Harris-Rogers,Government,Vancouver,Strategic
890,Hoffman Inc,Government,Vancouver,Strategic
891,"Kent, Bates and Kaiser",Private,Ottawa,Collaborator
892,Lewis-Baker,Private,Vancouver,Strategic
893,Chen Ltd,Private,Toronto,Collaborator
894,Mcdonald-Cameron,Private,Toronto,Strategic
895,"Meyer, Howard and Chambers",Private,Vancouver,Strategic
896,"Moyer, Raymond and Payne",Private,Ottawa,Strategic
897,Bennett-Holland,Government,Toronto,Collaborator
898,Wilson LLC,Government,Ottawa,Strategic
899,Gonzales Ltd,Government,Vancouver,Collaborator
900,"Newman, Woodard and Mitchell",Government,Toronto,Strategic
901,Hanson Group,Government,Ottawa,Strategic
902,"Cole, Mack and White",Private,Toronto,Strategic
903,"Martinez, Turner and West",Private,Toronto,Strategic
904,Barry-Stokes,Private,Vancouver,Collaborator
905,Lane-Dominguez,Private,Ottawa,Collaborator
906,Le-Herrera,Private,Vancouver,Collaborator
907,Wyatt-Mack,Government,Ottawa,Strategic
908,"Jones, Wiley and Ferrell",Private,Toronto,Collaborator
909,"Ponce, Adkins and Gibson",Private,Ottawa,Strategic
910,"Perez, Bray and Martin",Government,Ottawa,Strategic
911,Sellers-Wells,Government,Remote,Strategic
912,Ayers Inc,Government,Remote,Strategic
913,"Hernandez, Lewis and Oconnell",Government,Toronto,Collaborator
914,Whitney-Flynn,Private,Ottawa,Strategic
915,"Jones, Rodriguez and Mcdaniel",Private,Remote,Collaborator
916,Oneal and Sons,Private,Remote,Collaborator
917,"Young, Cline and Cochran",Government,Toronto,Strategic
918,Hardy-Campbell,Government,Toronto,Strategic
919,Herrera-Michael,Private,Ottawa,Strategic
920,Monroe and Sons,Government,Vancouver,Collaborator
921,"Everett, Harris and Lopez",Government,Vancouver,Collaborator
922,Collins-Gallagher,Private,Remote,Collaborator
923,Castillo-Arellano,Government,Vancouver,Strategic
924,Jones Group,Private,Toronto,Strategic
925,Thomas-Wade,Government,Remote,Strategic
926,Molina Ltd,Government,Vancouver,Collaborator
927,"Young, Preston and Harris",Private,Toronto,Strategic
928,"Navarro, Boyd and Jones",Government,Toronto,Strategic
929,"Thompson, Pittman and Carr",Private,Ottawa,Collaborator
930,Hart Group,Government,Vancouver,Collaborator
931,"Rush, Gibbs and Johnson",Government,Vancouver,Strategic
932,"Davis, Weeks and Navarro",Private,Ottawa,Collaborator
933,"Morgan, Parks and Jones",Private,Vancouver,Collaborator
934,Davidson-Burton,Private,Vancouver,Strategic
935,"Watson, Robertson and Arroyo",Government,Toronto,Collaborator
936,Dennis-Richards,Private,Remote,Collaborator
937,"Wilson, Kim and Fuller",Government,Toronto,Collaborator
938,Parker LLC,Private,Remote,Strategic
939,Orozco-Brewer,Private,Toronto,Collaborator
940,White Inc,Private,Toronto,Collaborator
941,Odonnell Group,Government,Remote,Collaborator
942,Robinson LLC,Private,Vancouver,Collaborator
943,Turner-Jenkins,Private,Ottawa,Collaborator
944,Myers-Butler,Private,Vancouver,Strategic
945,Carney-Johnson,Government,Vancouver,Strategic
946,"Taylor, Lewis and Smith",Government,Remote,Collaborator
947,"Trevino, Ponce and Kim",Government,Remote,Strategic
948,Yates-Martinez,Private,Toronto,Strategic
949,Harmon and Sons,Private,Vancouver,Strategic
950,"Ramsey, Wright and Avila",Government,Toronto,Collaborator
951,"Swanson, Jones and Butler",Government,Remote,Strategic
952,Daniel-Juarez,Private,Toronto,Strategic
953,Austin-Church,Government,Ottawa,Strategic
954,"Carroll, Robertson and Young",Government,Toronto,Strategic
955,Smith and Sons,Government,Ottawa,Collaborator
956,Barrett-Mitchell,Government,Toronto,Collaborator
957,Jensen-Ayers,Government,Remote,Strategic
958,"Scott, Aguirre and Tyler",Government,Toronto,Collaborator
959,Holden-Dawson,Private,Vancouver,Strategic
960,Romero Inc,Government,Toronto,Collaborator
961,Decker-Martinez,Private,Toronto,Collaborator
962,George LLC,Government,Toronto,Collaborator
963,Andersen Inc,Private,Toronto,Collaborator
964,"Doyle, Wade and Bennett",Private,Remote,Collaborator
965,"Guerra, Mendoza and Huber",Private,Remote,Strategic
966,Rhodes LLC,Government,Remote,Strategic
967,Villarreal-Smith,Private,Ottawa,Collaborator
968,Brown and Sons,Private,Ottawa,Strategic
969,"Smith, Rodriguez and Swanson",Government,Remote,Collaborator
970,Marsh Ltd,Private,Ottawa,Strategic
971,Jones-Gallagher,Private,Toronto,Strategic
972,Anthony-Allen,Private,Vancouver,Strategic
973,"Mack, Carter and Anderson",Private,Ottawa,Collaborator
974,Young PLC,Private,Vancouver,Collaborator
975,Taylor-Miranda,Private,Ottawa,Collaborator
976,"Graham, Henry and Johnson",Government,Remote,Strategic
977,Mcintosh Inc,Private,Vancouver,Strategic
978,"Conner, Aguilar and Smith",Private,Ottawa,Collaborator
979,"Hardy, Lynch and Avila",Private,Remote,Collaborator
980,Mason and Sons,Government,Remote,Strategic
981,Torres-Collins,Government,Toronto,Collaborator
982,"Ortega, Anderson and Robinson",Private,Ottawa,Strategic
983,"Mercado, Freeman and Medina",Private,Toronto,Collaborator
984,Hill-Whitehead,Government,Vancouver,Strategic
985,Torres Ltd,Private,Toronto,Collaborator
986,Mitchell Ltd,Government,Vancouver,Strategic
987,Dixon-Burke,Government,Vancouver,Strategic
988,"Moore, King and Moreno",Private,Toronto,Strategic
989,"Fry, Smith and Ray",Government,Remote,Collaborator
990,Diaz-Hall,Private,Vancouver,Collaborator
991,Thompson Inc,Private,Toronto,Collaborator
992,Berry-Sharp,Government,Toronto,Strategic
993,Carey PLC,Private,Toronto,Strategic
994,Green-Gentry,Private,Toronto,Strategic
995,"Webster, Shannon and Davies",Government,Toronto,Strategic
996,"Guzman, Riley and Roberson",Government,Vancouver,Collaborator
997,Dunlap-Shelton,Government,Vancouver,Collaborator
998,"Steele, Silva and Decker",Private,Ottawa,Strategic
999,"Benson, Andrews and Lawrence",Government,Remote,Strategic
1000,Humphrey-Jones,Government,Toronto,Strategic
1001,Pope-Hurley,Government,Remote,Collaborator
1002,Trujillo Ltd,Government,Vancouver,Strategic
1003,Garcia Group,Government,Vancouver,Strategic
1004,Murray PLC,Government,Toronto,Collaborator
1005,"Pearson, Miller and King",Private,Ottawa,Collaborator
1006,Sullivan LLC,Private,Remote,Strategic
1007,"Harris, Boyer and Lara",Government,Remote,Collaborator
1008,Thomas-Jimenez,Private,Vancouver,Collaborator
1009,Gallagher-Flowers,Private,Ottawa,Collaborator
1010,"Paul, Kim and Johnson",Private,Vancouver,Collaborator
1011,"Drake, Johnson and Sloan",Private,Toronto,Collaborator
1012,Vaughan-Stafford,Government,Toronto,Strategic
1013,Ramirez-Diaz,Government,Remote,Collaborator
1014,Rose-Smith,Government,Remote,Strategic
1015,Bailey PLC,Private,Ottawa,Strategic
1016,Roberts-Edwards,Private,Remote,Collaborator
1017,"Calhoun, Lewis and Matthews",Private,Vancouver,Collaborator
1018,"Pollard, Robertson and Richardson",Private,Ottawa,Strategic
1019,"Nguyen, Riley and Ruiz",Government,Toronto,Strategic
1020,"Gould, Mcguire and Flores",Government,Vancouver,Strategic
1021,"Daniels, Barton and Russell",Government,Toronto,Strategic
1022,Ward and Sons,Private,Vancouver,Collaborator
1023,"Terrell, Watkins and Moore",Private,Vancouver,Strategic
1024,Clements-Graham,Private,Ottawa,Collaborator
1025,Griffith-Clark,Government,Vancouver,Collaborator
1026,Jones-Martin,Government,Remote,Strategic
1027,"Romero, Fox and Compton",Private,Toronto,Strategic
1028,Jones-Miller,Private,Toronto,Strategic
1029,Hendricks-Goodwin,Private,Ottawa,Collaborator
1030,"Edwards, Martinez and Salinas",Private,Vancouver,Strategic
1031,"Harrell, Carter and Herrera",Government,Ottawa,Strategic
1032,Khan LLC,Private,Toronto,Collaborator
1033,Little and Sons,Government,Ottawa,Strategic
1034,Curtis Ltd,Government,Ottawa,Strategic
1035,Peters-Oconnell,Private,Vancouver,Collaborator
1036,Evans-Johnson,Government,Remote,Strategic
1037,Mcdaniel-Duncan,Government,Remote,Collaborator
1038,Cervantes-Cox,Private,Remote,Strategic
1039,"Mccormick, Martin and Taylor",Private,Ottawa,Strategic
1040,Schmitt-Edwards,Private,Toronto,Strategic
1041,Williams and Sons,Government,Ottawa,Collaborator
1042,"Sanchez, Miranda and Mcclure",Government,Vancouver,Collaborator
1043,Mcmahon Ltd,Government,Ottawa,Collaborator
1044,Hinton-Humphrey,Government,Vancouver,Collaborator
1045,Wagner-Lopez,Private,Remote,Collaborator
